,Symbol,Owner,Relationship,Date,Cost,# Shares,Value($),Total Shares,Filing,Type
98,ED,Cawley Timothy,"Director, President, CEO","May 31, 2021",$77.24,30,2317,16629,"Jun 03, 2021, 05:12 PM",buy
99,MLVF,SCARTOZZI STEPHEN P,Director,"Jun 01, 2021",$18.83,154,2900,8637,"Jun 03, 2021, 05:11 PM",buy
100,GBDC,Golub David,Chief Executive Officer,"Jun 01, 2021",$15.94,2000,31870,2193401,"Jun 03, 2021, 04:55 PM",buy
101,GBDC,Golub David,Chief Executive Officer,"Jun 02, 2021",$16.15,2000,32304,2195401,"Jun 03, 2021, 04:55 PM",buy
1,GBDC,Golub David,Chief Executive Officer,"Jun 02, 2021",$16.15,2000,32304,2195401,"Jun 03, 2021, 04:55 PM",buy
2,GBDC,Golub David,Chief Executive Officer,"Jun 01, 2021",$15.94,2000,31870,2193401,"Jun 03, 2021, 04:55 PM",buy
3,PROG,Athyrium Opportunities Fund (A) LP,10% Owner,"Jun 01, 2021",$2.86,1268115,3626809,28299741,"Jun 03, 2021, 04:46 PM",buy
4,DYAI,Rawson Ping Wang,Chief Financial Officer,"Jun 02, 2021",$3.70,16000,59200,34500,"Jun 03, 2021, 04:33 PM",buy
5,WEX,GROCH JAMES R,Director,"Jun 01, 2021",$201.75,3000,605250,5503,"Jun 03, 2021, 04:25 PM",buy
6,PUBM,Daimler Susan,Director,"Jun 02, 2021",$29.86,7000,209020,7000,"Jun 03, 2021, 03:49 PM",buy
7,PPSI,MAZUREK NATHAN,Chief Executive Officer,"Jun 02, 2021",$4.24,1000,4241,32000,"Jun 03, 2021, 03:06 PM",buy
8,GOED,Harcum Thomas S.,CMO and CTO,"Jun 01, 2021",$1.91,592,1131,592,"Jun 03, 2021, 02:27 PM",buy
9,MBCN,Voinovich Michael C,Director,"Jun 01, 2021",$23.99,1057,25362,4805,"Jun 03, 2021, 01:50 PM",buy
10,MBCN,Voinovich Michael C,Director,"May 28, 2021",$23.98,1748,41925,3748,"Jun 03, 2021, 01:50 PM",buy
11,PFSI,NANJI FARHAD,Director,"Jun 01, 2021",$62.67,46990,2944863,2831768,"Jun 03, 2021, 01:24 PM",buy
12,PFSI,"MFN Partners, LP",Director,"Jun 01, 2021",$62.67,46990,2944863,2831768,"Jun 03, 2021, 01:20 PM",buy
13,EBTC,PEDROSO LUIS M,Director,"Jun 01, 2021",$34.92,73,2549,24273,"Jun 03, 2021, 01:14 PM",buy
14,EBTC,PUTZIGER MICHAEL T,Director,"Jun 01, 2021",$34.92,205,7158,186901,"Jun 03, 2021, 01:10 PM",buy
15,THR,NESSER JOHN T III,Director,"Jun 03, 2021",$17.29,1022,17670,36250,"Jun 03, 2021, 12:31 PM",buy
16,CNTA,GAP (Bermuda) LTD,10% Owner,"Jun 02, 2021",$20.00,1500000,30000000,9681818,"Jun 03, 2021, 12:24 PM",buy
17,RGCO,AGEE NANCY H,Director,"Jun 01, 2021",$23.03,65,1497,40599,"Jun 03, 2021, 11:14 AM",buy
18,RCG,STAHL MURRAY,President and CEO,"Jun 02, 2021",$2.67,300,802,153475,"Jun 03, 2021, 10:49 AM",buy
19,RCG,STAHL MURRAY,President and CEO,"Jun 02, 2021",$2.67,300,802,153175,"Jun 03, 2021, 10:49 AM",buy
20,RCG,STAHL MURRAY,President and CEO,"Jun 02, 2021",$2.68,75,201,152875,"Jun 03, 2021, 10:49 AM",buy
21,TPL,STAHL MURRAY,Director,"Jun 02, 2021",$1490.62,12,17887,228195,"Jun 03, 2021, 10:31 AM",buy
22,TPL,STAHL MURRAY,Director,"Jun 02, 2021",$1490.62,1,1491,1332,"Jun 03, 2021, 10:31 AM",buy
23,TPL,STAHL MURRAY,Director,"Jun 02, 2021",$1490.62,3,4472,1160,"Jun 03, 2021, 10:31 AM",buy
24,TPL,STAHL MURRAY,Director,"Jun 02, 2021",$1490.62,2,2981,102277,"Jun 03, 2021, 10:31 AM",buy
25,TPL,STAHL MURRAY,Director,"Jun 02, 2021",$1490.62,1,1491,42854,"Jun 03, 2021, 10:31 AM",buy
26,TPL,STAHL MURRAY,Director,"Jun 02, 2021",$1490.62,10,14906,788,"Jun 03, 2021, 10:31 AM",buy
27,DE,Erwin Tami A.,Director,"Jun 02, 2021",$359.61,275,98893,275,"Jun 03, 2021, 10:16 AM",buy
28,WMPN,TURNER ALAN B,EVP & CLO,"Jun 01, 2021",$11.25,115,1294,715,"Jun 03, 2021, 09:50 AM",buy
29,BWFG,SEIDMAN LAWRENCE B,Director,"Jun 01, 2021",$28.95,184,5327,651,"Jun 03, 2021, 09:41 AM",buy
30,FMNB,Moore Terry A,Director,"Jun 01, 2021",$17.50,274,4795,35076,"Jun 03, 2021, 08:32 AM",buy
31,FMNB,Wallace Amber B,Sr VP/Chief Retail/Marketing,"Jun 01, 2021",$17.50,11,193,30768,"Jun 03, 2021, 08:31 AM",buy
32,FMNB,Sabat Joseph W,VP/Controller,"Jun 01, 2021",$17.50,71,1243,18533,"Jun 03, 2021, 08:29 AM",buy
33,FMNB,Nicastro Mark A,SVP/Human Resource Director,"Jun 01, 2021",$17.50,6,105,18654,"Jun 03, 2021, 08:27 AM",buy
34,FMNB,Muransky Edward,Director,"Jun 01, 2021",$17.50,214,3745,40191,"Jun 03, 2021, 08:26 AM",buy
35,TRIN,Brown Steve Louis,Chairman and CEO,"Jun 01, 2021",$14.51,382,5543,512732,"Jun 02, 2021, 09:41 PM",buy
36,TRIN,Brown Steve Louis,Chairman and CEO,"Jun 01, 2021",$14.49,320,4637,16059,"Jun 02, 2021, 09:41 PM",buy
37,DAWN,Grant Papanek Julie,Director,"Jun 01, 2021",$16.00,13000,208000,10735645,"Jun 02, 2021, 08:52 PM",buy
38,BH,"BIGLARI, SARDAR",Chairman and CEO,"Jun 01, 2021",$846.20,421,356250,78679,"Jun 02, 2021, 08:31 PM",buy
39,BH,"BIGLARI, SARDAR",Chairman and CEO,"May 28, 2021",$807.57,71,57337,78258,"Jun 02, 2021, 08:31 PM",buy
40,BH,"BIGLARI, SARDAR",Chairman and CEO,"Jun 02, 2021",$855.19,227,194128,78906,"Jun 02, 2021, 08:31 PM",buy
41,WHLR,Carter Stefani D,Director,"Jun 02, 2021",$4.89,1800,8802,1800,"Jun 02, 2021, 07:01 PM",buy
42,FOLD,WHITMAN BURKE W,Director,"Jun 01, 2021",$9.24,1500,13861,47467,"Jun 02, 2021, 06:26 PM",buy
43,ADTX,Runge Jeffrey W.,Director,"Jun 01, 2021",$2.93,10000,29344,12500,"Jun 02, 2021, 05:38 PM",buy
44,GRTX,West Linda,Director,"Jun 01, 2021",$8.64,10000,86381,20000,"Jun 02, 2021, 05:35 PM",buy
45,GRTX,West Linda,Director,"May 28, 2021",$8.64,10000,86410,10000,"Jun 02, 2021, 05:35 PM",buy
46,GOED,Barry Robert,Chief Financial Officer,"May 28, 2021",$1.84,13000,23920,13000,"Jun 02, 2021, 05:10 PM",buy
47,PRPO,Sabet Ahmed Zaki,Chief Operating Officer,"Jun 01, 2021",$3.37,151,509,4879,"Jun 02, 2021, 05:01 PM",buy
48,SSNT,"Ault Global Holdings, Inc.",10% Owner,"May 28, 2021",$6.89,500,3445,545500,"Jun 02, 2021, 04:55 PM",buy
49,SSNT,"Ault Global Holdings, Inc.",10% Owner,"Jun 02, 2021",$6.96,4000,27840,560000,"Jun 02, 2021, 04:55 PM",buy
50,SSNT,"Ault Global Holdings, Inc.",10% Owner,"Jun 01, 2021",$6.81,10500,71505,556000,"Jun 02, 2021, 04:55 PM",buy
51,ADTX,Shabahang Shahrokh,CHIEF INNOVATION OFFICER,"Jun 01, 2021",$2.93,490,1436,1016098,"Jun 02, 2021, 04:37 PM",buy
52,FFIN,Edwards Murray Hamilton,Director,"Jun 01, 2021",$50.85,29765,1513550,190417,"Jun 02, 2021, 04:11 PM",buy
53,SOR,Brown Sandra,Director,"Jun 01, 2021",$45.70,600,27420,1282,"Jun 02, 2021, 04:03 PM",buy
54,FPAY,Dvorkin Howard,Director,"Jun 01, 2021",$2.60,31004,80610,2830440,"Jun 02, 2021, 04:02 PM",buy
55,SOR,LEGGIO RYAN A.,Officer of inv co's inv adv,"Sep 18, 2020",$36.91,150,5537,700,"Jun 02, 2021, 03:40 PM",buy
56,SOR,LEGGIO RYAN A.,Officer of inv co's inv adv,"Mar 19, 2020",$26.44,300,7931,550,"Jun 02, 2021, 03:38 PM",buy
57,SOR,LEGGIO RYAN A.,Officer of inv co's inv adv,"Oct 07, 2019",$36.11,250,9028,250,"Jun 02, 2021, 03:36 PM",buy
58,TRST,LEONARD ROBERT M,EVP & CHIEF RISK OFFICER,"Jun 01, 2021",$38.00,604,22952,22888,"Jun 02, 2021, 03:34 PM",buy
59,ASX:CRN,Pritchard Greg,Director,"May 27, 2021",$3.50,1249,4372,7158,"Jun 02, 2021, 01:33 PM",buy
60,ASX:CRN,Koeck William,Director,"May 31, 2021",$3.50,3024,10584,17326,"Jun 02, 2021, 01:30 PM",buy
61,ADTX,Albanna Rowena,CHIEF OPERATING OFFICER,"Jun 01, 2021",$2.93,3400,9974,751620,"Jun 02, 2021, 12:19 PM",buy
62,FRME,Sherman Patrick A,Director,"Jun 01, 2021",$45.86,11,504,47945,"Jun 02, 2021, 12:05 PM",buy
63,TPL,STAHL MURRAY,Director,"Jun 01, 2021",$1499.04,1,1499,42853,"Jun 02, 2021, 11:59 AM",buy
64,TPL,STAHL MURRAY,Director,"Jun 01, 2021",$1499.04,10,14990,1008,"Jun 02, 2021, 11:59 AM",buy
65,TPL,STAHL MURRAY,Director,"Jun 01, 2021",$1499.04,12,17988,228183,"Jun 02, 2021, 11:59 AM",buy
66,TPL,STAHL MURRAY,Director,"Jun 01, 2021",$1499.04,1,1499,1331,"Jun 02, 2021, 11:59 AM",buy
67,TPL,STAHL MURRAY,Director,"Jun 01, 2021",$1499.04,3,4497,1214,"Jun 02, 2021, 11:59 AM",buy
68,TPL,STAHL MURRAY,Director,"Jun 01, 2021",$1499.04,2,2998,101890,"Jun 02, 2021, 11:59 AM",buy
69,FGBI,Hood William K,Director,"May 26, 2021",$19.35,3661,70840,7951,"Jun 02, 2021, 10:38 AM",buy
70,RPHM,Muralidhar Bali,Director,"May 28, 2021",$9.50,14,133,1865275,"Jun 02, 2021, 10:37 AM",buy
71,KBAL,WOLFE TIMOTHY J,EVP & CFO,"Jun 01, 2021",$13.53,10000,135276,20000,"Jun 02, 2021, 09:58 AM",buy
72,MNRO,Broderick Michael T,CEO & President,"May 28, 2021",$62.24,10000,622362,50000,"Jun 02, 2021, 09:24 AM",buy
73,DAWN,Josey John A.,Director,"Jun 01, 2021",$16.00,7000,112000,72292,"Jun 01, 2021, 09:51 PM",buy
74,DAWN,Becker Daniel J.,Director,"Jun 01, 2021",$16.00,5000,80000,5000,"Jun 01, 2021, 09:50 PM",buy
75,INT,Birns Ira M,Executive VP & CFO,"May 28, 2021",$31.59,2000,63180,130423,"Jun 01, 2021, 07:08 PM",buy
76,TRIN,Zito Edmund G.,Director,"May 28, 2021",$14.50,5000,72500,55167,"Jun 01, 2021, 06:34 PM",buy
77,FRG,Laurence Andrew M,Executive Vice President,"Jun 01, 2021",$36.00,50000,1800000,400750,"Jun 01, 2021, 06:31 PM",buy
78,UONE,SEMLER ERIC,10% Owner,"May 28, 2021",$4.69,400000,1876520,3188135,"Jun 01, 2021, 06:31 PM",buy
79,UONE,SEMLER ERIC,10% Owner,"May 27, 2021",$3.96,566938,2245252,2788135,"Jun 01, 2021, 06:31 PM",buy
80,UONE,SEMLER ERIC,10% Owner,"Jun 01, 2021",$4.87,39900,194361,3228035,"Jun 01, 2021, 06:31 PM",buy
81,RRD,"Chatham Asset Management, LLC",10% Owner,"May 28, 2021",$6.26,34423,215347,9209358,"Jun 01, 2021, 06:11 PM",buy
82,RRD,"Chatham Asset Management, LLC",10% Owner,"May 27, 2021",$6.36,50000,317835,9174935,"Jun 01, 2021, 06:11 PM",buy
83,RRD,"Chatham Asset Management, LLC",10% Owner,"Jun 01, 2021",$6.44,5904,38039,9215262,"Jun 01, 2021, 06:11 PM",buy
84,PCT,Dee Michael E,Chief Financial Officer,"May 27, 2021",$17.03,2936,50000,2936,"Jun 01, 2021, 06:07 PM",buy
85,PCT,Dee Michael E,Chief Financial Officer,"May 28, 2021",$17.27,4635,80046,7571,"Jun 01, 2021, 06:07 PM",buy
86,DFCO,BONAR BRIAN,Chief Executive Officer,"Apr 29, 2021",$0.47,4000,1880,5820790,"Jun 01, 2021, 05:59 PM",buy
87,DFCO,BONAR BRIAN,Chief Executive Officer,"May 24, 2021",$0.37,3790,1384,5827315,"Jun 01, 2021, 05:59 PM",buy
88,DFCO,BONAR BRIAN,Chief Executive Officer,"May 19, 2021",$0.41,2250,932,5823525,"Jun 01, 2021, 05:59 PM",buy
89,DFCO,BONAR BRIAN,Chief Executive Officer,"May 07, 2021",$0.46,485,223,5821275,"Jun 01, 2021, 05:59 PM",buy
90,FPAY,Dvorkin Howard,Director,"May 28, 2021",$2.67,41757,111524,2799436,"Jun 01, 2021, 05:29 PM",buy
91,FPAY,Katz Thomas O.,Director,"May 28, 2021",$2.66,10000,26600,43500,"Jun 01, 2021, 05:27 PM",buy
92,VYNT,Boehm Marcus,Director,"May 28, 2021",$3.68,5000,18400,98929,"Jun 01, 2021, 05:10 PM",buy
93,KFS,Hansen Kent A,CFO & EVP,"May 28, 2021",$4.93,304,1498,57825,"Jun 01, 2021, 04:46 PM",buy
94,HCHC,GLAZER AVRAM A,Director,"May 28, 2021",$3.99,3327,13259,2806690,"Jun 01, 2021, 04:35 PM",buy
95,HCHC,GLAZER AVRAM A,Director,"May 26, 2021",$4.00,23128,92445,2803363,"Jun 01, 2021, 04:35 PM",buy
96,LIND,Berle Dolf A,CEO,"May 28, 2021",$17.35,18250,316650,58452,"Jun 01, 2021, 04:32 PM",buy
97,LIND,Berle Dolf A,CEO,"May 27, 2021",$17.55,18250,320324,40202,"Jun 01, 2021, 04:32 PM",buy
98,CARE,Van Dyke Litz H,CHIEF EXECUTIVE OFFICER,"Jun 01, 2021",$15.41,129,1988,18557,"Jun 01, 2021, 04:23 PM",buy
99,QRHC,WYNNEFIELD PARTNERS SMALL CAP VALUE LP I,10% Owner,"May 28, 2021",$4.50,3086,13879,902522,"Jun 01, 2021, 04:16 PM",buy
100,QRHC,WYNNEFIELD PARTNERS SMALL CAP VALUE LP I,10% Owner,"May 27, 2021",$4.51,561,2530,1040701,"Jun 01, 2021, 04:16 PM",buy
101,QRHC,WYNNEFIELD PARTNERS SMALL CAP VALUE LP I,10% Owner,"May 27, 2021",$4.50,535,2406,899436,"Jun 01, 2021, 04:16 PM",buy
102,QRHC,WYNNEFIELD PARTNERS SMALL CAP VALUE LP I,10% Owner,"May 28, 2021",$4.51,3240,14612,1043941,"Jun 01, 2021, 04:16 PM",buy
1,TPC,TUTOR RONALD N,Chairman & CEO,"Jun 07, 2021",$15.51,71346,1106576,4661495,"Jun 08, 2021, 07:45 PM",sell
2,TPC,TUTOR RONALD N,Chairman & CEO,"Jun 04, 2021",$15.50,50000,774950,4732841,"Jun 08, 2021, 07:45 PM",sell
3,STTK,Hornblower Josiah,Director,"Jun 07, 2021",$29.45,10736,316183,3155289,"Jun 08, 2021, 07:42 PM",sell
4,STTK,Hornblower Josiah,Director,"Jun 04, 2021",$28.57,7047,201360,3166025,"Jun 08, 2021, 07:42 PM",sell
5,STTK,Hornblower Josiah,Director,"Jun 08, 2021",$29.72,9229,274317,3146060,"Jun 08, 2021, 07:42 PM",sell
6,STTK,Thomson Erin Ator,General Counsel,"Jun 08, 2021",$30.00,3000,90000,88259,"Jun 08, 2021, 07:39 PM",sell
7,BILL,Rettig John R.,CFO,"Jun 07, 2021",$152.35,8358,1273347,67258,"Jun 08, 2021, 07:37 PM",sell
8,PMT,Sullivan Marianne,Director,"Jun 08, 2021",$20.50,14127,289604,32950,"Jun 08, 2021, 07:36 PM",sell
9,PMT,Sullivan Marianne,Director,"Jun 07, 2021",$20.17,7583,152949,9691,"Jun 08, 2021, 07:36 PM",sell
10,PMT,Sullivan Marianne,Director,"Jun 08, 2021",$20.55,42651,876478,0,"Jun 08, 2021, 07:36 PM",sell
11,PMT,Sullivan Marianne,Director,"Jun 08, 2021",$20.50,5600,114800,0,"Jun 08, 2021, 07:36 PM",sell
12,PRTK,Woodrow Adam,President & Chief Commercial,"Jun 04, 2021",$9.70,17182,166665,474796,"Jun 08, 2021, 07:34 PM",sell
13,PRTK,Haskel William M.,"CLO, General Counsel & Sec.","Jun 04, 2021",$9.70,7561,73342,357092,"Jun 08, 2021, 07:32 PM",sell
14,PRTK,Brenner Randall B.,Chief Development & Regulatory,"Jun 04, 2021",$9.70,9978,96787,268940,"Jun 08, 2021, 07:30 PM",sell
15,CRC,ARES MANAGEMENT LLC,10% Owner,"Jun 04, 2021",$29.90,13000,388700,16446587,"Jun 08, 2021, 07:29 PM",sell
16,PRTK,Loh Evan,CEO,"Jun 04, 2021",$9.70,36654,355544,959291,"Jun 08, 2021, 07:25 PM",sell
17,ALRM,Trundle Stephen,President and CEO,"Jun 07, 2021",$80.40,11575,930655,260944,"Jun 08, 2021, 07:24 PM",sell
18,ALRM,Trundle Stephen,President and CEO,"Jun 04, 2021",$79.80,8425,672315,271262,"Jun 08, 2021, 07:24 PM",sell
19,PMVP,Alland Leila,Chief Medical Officer,"Jun 07, 2021",$33.60,4000,134387,1367,"Jun 08, 2021, 07:22 PM",sell
20,INFN,Fernicola Michael H,Chief Accounting Officer,"Jun 08, 2021",$10.69,853,9119,0,"Jun 08, 2021, 07:17 PM",sell
21,DRNA,Brown Bob D,"Chief Scientific Ofr., EVP R&D","Jun 07, 2021",$33.00,10000,330000,21517,"Jun 08, 2021, 07:05 PM",sell
22,BJRI,Krakower Brian S,Chief Information Officer,"Jun 07, 2021",$51.72,4924,254669,3639,"Jun 08, 2021, 07:03 PM",sell
23,PINS,JORDAN JEFFREY D,Director,"Jun 04, 2021",$62.88,16000,1006080,318215,"Jun 08, 2021, 07:03 PM",sell
24,CVCY,LAUHON BLAINE,EXECUTIVE VICE PRESIDENT,"Jun 08, 2021",$21.50,12000,258000,6530,"Jun 08, 2021, 07:02 PM",sell
25,ARI,ROTHSTEIN STUART,President & CEO,"Jun 07, 2021",$16.51,29283,483433,381019,"Jun 08, 2021, 07:01 PM",sell
26,ARI,ROTHSTEIN STUART,President & CEO,"Jun 08, 2021",$16.64,43774,728189,337245,"Jun 08, 2021, 07:01 PM",sell
27,AMRK,Taylor-Simpson Kathleen,Chief Financial Officer,"Jun 04, 2021",$50.26,15000,753873,0,"Jun 08, 2021, 06:57 PM",sell
28,IRBT,FINNEY ELISHA W,Director,"Jun 07, 2021",$97.48,1067,104011,6729,"Jun 08, 2021, 06:51 PM",sell
29,CRVL,CLEMONS V GORDON,Chairman of the Board,"Jun 08, 2021",$121.21,1500,181810,607207,"Jun 08, 2021, 06:49 PM",sell
30,CRVL,CLEMONS V GORDON,Chairman of the Board,"Jun 07, 2021",$118.50,1000,118500,608707,"Jun 08, 2021, 06:49 PM",sell
31,CRVL,CLEMONS V GORDON,Chairman of the Board,"Jun 04, 2021",$120.01,443,53165,609707,"Jun 08, 2021, 06:49 PM",sell
32,IRBT,ELLINGER DEBORAH G,Director,"Jun 07, 2021",$97.48,850,82858,19920,"Jun 08, 2021, 06:49 PM",sell
33,IRBT,ALI MOHAMAD,Director,"Jun 07, 2021",$97.48,897,87440,13068,"Jun 08, 2021, 06:47 PM",sell
34,CDNA,Maag Peter,Executive Chair,"Jun 07, 2021",$86.25,26500,2285752,378444,"Jun 08, 2021, 06:41 PM",sell
35,CDNA,Seeto Reginald,See Remarks,"Jun 07, 2021",$90.01,9973,897644,142634,"Jun 08, 2021, 06:39 PM",sell
36,SENS,JAIN Mukul,Chief Operating Officer,"Jun 04, 2021",$2.70,25000,67500,1970557,"Jun 08, 2021, 06:39 PM",sell
37,KLR,Dall'Aglio Giacomo,EVP & CFO,"Jun 07, 2021",$11.49,11585,133112,400012,"Jun 08, 2021, 06:38 PM",sell
38,STIM,Furlong Stephen,CFO,"Jun 04, 2021",$15.00,2473,37101,257012,"Jun 08, 2021, 06:27 PM",sell
39,BXMT,Marone Anthony F. JR,Chief Financial Officer,"Jun 07, 2021",$32.77,798,26150,38695,"Jun 08, 2021, 06:25 PM",sell
40,BXMT,Keenan Katharine A,President,"Jun 07, 2021",$32.79,2310,75745,89231,"Jun 08, 2021, 06:22 PM",sell
41,ELF,FIELDS MANDY J,See Remarks,"Jun 08, 2021",$27.88,16403,457380,150871,"Jun 08, 2021, 06:19 PM",sell
42,ELF,FIELDS MANDY J,See Remarks,"Jun 07, 2021",$27.39,23421,641582,174365,"Jun 08, 2021, 06:19 PM",sell
43,BXMT,Armer Douglas N.,Executive Vice President,"Jun 07, 2021",$32.78,1278,41893,93733,"Jun 08, 2021, 06:19 PM",sell
44,TYME,Demurjian Michael,10% Owner,"Jun 07, 2021",$1.61,20000,32210,24538546,"Jun 08, 2021, 06:16 PM",sell
45,ORCC,REGENTS OF THE UNIVERSITY OF CALIFORNIA,10% Owner,"Jun 08, 2021",$14.70,118679,1744819,39727829,"Jun 08, 2021, 06:15 PM",sell
46,ORCC,REGENTS OF THE UNIVERSITY OF CALIFORNIA,10% Owner,"Jun 07, 2021",$14.68,47050,690741,39846508,"Jun 08, 2021, 06:15 PM",sell
47,LHX,Taylor Todd A.,"VP, Principal Accting. Officer","Jun 04, 2021",$220.70,5312,1172358,9249,"Jun 08, 2021, 06:06 PM",sell
48,HNGR,ASAR VINIT K,President and CEO,"Jun 07, 2021",$25.86,15000,387956,768219,"Jun 08, 2021, 06:05 PM",sell
49,FIVN,WELCH SCOTT,"EVP, Telco Services & GM EMEA","Jun 04, 2021",$156.96,10263,1610911,44220,"Jun 08, 2021, 06:02 PM",sell
50,NPTN,cheung Chiyue,Chief Operating Officer,"Jun 07, 2021",$10.52,14400,151455,0,"Jun 08, 2021, 06:01 PM",sell
51,ATHX,Harrington John J,Exec Vice Pres and CSO,"Jun 08, 2021",$1.75,27107,47554,672395,"Jun 08, 2021, 05:43 PM",sell
52,AVLR,Tennenbaum Ross,See Remarks,"Jun 07, 2021",$123.56,1580,195225,64717,"Jun 08, 2021, 05:32 PM",sell
53,ADMS,DEMSKI MARTHA J,Director,"Jun 07, 2021",$5.17,2000,10340,8000,"Jun 08, 2021, 05:32 PM",sell
54,JBL,Katz Robert L,"EVP, GC, CCO & Assist.Corp Sec","Jun 07, 2021",$58.00,2735,158631,170118,"Jun 08, 2021, 05:28 PM",sell
55,BBY,Tilzer Brian A,Chief Digital & Tech Officer,"Jun 04, 2021",$115.74,4007,463750,31330,"Jun 08, 2021, 05:27 PM",sell
56,BBY,Scarlett Kathleen,Chief Human Resources Officer,"Jun 04, 2021",$115.74,5066,586314,65272,"Jun 08, 2021, 05:27 PM",sell
57,BBY,Peterson Allison,Chief Customer Officer,"Jun 04, 2021",$115.74,1525,176496,29934,"Jun 08, 2021, 05:27 PM",sell
58,BBY,MOHAN RAJENDRA M,President & COO,"Jun 04, 2021",$115.74,19951,2309029,99088,"Jun 08, 2021, 05:27 PM",sell
59,BBY,Hartman Todd G.,"GC, Chief Risk Officer","Jun 04, 2021",$115.74,1645,190384,26795,"Jun 08, 2021, 05:27 PM",sell
60,BBY,Furman Matthew M,Chief Comm & Publ. Affairs Ofc,"Jun 04, 2021",$115.74,4788,554139,70354,"Jun 08, 2021, 05:27 PM",sell
61,BBY,Barry Corie S,CEO,"Jun 04, 2021",$115.74,16860,1951292,211556,"Jun 08, 2021, 05:27 PM",sell
62,CVLT,CAROLAN BRIAN,VP Finance and CFO,"Jun 07, 2021",$79.00,10000,790000,110059,"Jun 08, 2021, 05:26 PM",sell
63,CVLT,CAROLAN BRIAN,VP Finance and CFO,"Jun 04, 2021",$77.90,8814,686611,120059,"Jun 08, 2021, 05:26 PM",sell
64,CRM,Tallapragada Srinivas,Pres/Chief Engineering Officer,"Jun 07, 2021",$236.60,5000,1183000,62204,"Jun 08, 2021, 05:22 PM",sell
65,RXN,Jackson Rodney,SVP-Bus.&Corp. Development,"Jun 04, 2021",$50.53,125508,6341944,85419,"Jun 08, 2021, 05:18 PM",sell
66,UIS,Hutto Eric,President & COO,"Jun 07, 2021",$27.55,12135,334367,172722,"Jun 08, 2021, 05:17 PM",sell
67,PUCKU,"GLAZER CAPITAL, LLC",10% Owner,"Jun 07, 2021",$10.20,20300,207060,2389972,"Jun 08, 2021, 05:16 PM",sell
68,PUCKU,"GLAZER CAPITAL, LLC",10% Owner,"Jun 04, 2021",$10.20,9054,92351,2410272,"Jun 08, 2021, 05:16 PM",sell
69,PUCKU,"GLAZER CAPITAL, LLC",10% Owner,"Jun 08, 2021",$10.20,9191,93748,2380781,"Jun 08, 2021, 05:16 PM",sell
70,ELVT,Head Tyler W. K.,Director,"Jun 04, 2021",$4.01,20000,80292,282640,"Jun 08, 2021, 05:16 PM",sell
71,ELVT,Head Tyler W. K.,Director,"Jun 08, 2021",$3.87,25000,96767,217640,"Jun 08, 2021, 05:16 PM",sell
72,ELVT,Head Tyler W. K.,Director,"Jun 07, 2021",$3.85,40000,154184,242640,"Jun 08, 2021, 05:16 PM",sell
73,DNLI,Tessier-Lavigne Marc,Director,"Jun 07, 2021",$70.35,94378,6639523,2545070,"Jun 08, 2021, 05:10 PM",sell
74,DNLI,Schuth Alexander O.,COO and Secretary,"Jun 04, 2021",$64.55,10000,645500,505922,"Jun 08, 2021, 05:10 PM",sell
75,DCO,Rogers Rose F,VP & Chief HR Officer,"Jun 08, 2021",$56.57,1231,69638,37722,"Jun 08, 2021, 05:09 PM",sell
76,TFX,RANDLE STUART A,Director,"Jun 04, 2021",$395.66,2384,943253,4199,"Jun 08, 2021, 05:03 PM",sell
77,TTEC,Frerichs Robert N,Director,"Jun 07, 2021",$110.00,5908,649880,14966,"Jun 08, 2021, 05:02 PM",sell
78,FIVN,ZWARENSTEIN BARRY,Chief Financial Officer,"Jun 04, 2021",$157.53,3388,533717,84273,"Jun 08, 2021, 05:01 PM",sell
79,OPRX,BAKER DOUGLAS P,CHIEF FINANCIAL OFFICER,"Jun 07, 2021",$52.62,14500,762990,75717,"Jun 08, 2021, 04:46 PM",sell
80,OPRX,Paramore Miriam J,PRESIDENT,"Jun 04, 2021",$50.90,15000,763500,7412,"Jun 08, 2021, 04:45 PM",sell
81,BDR,PALLE ROBERT J JR,Director,"Jun 07, 2021",$1.37,20000,27400,2467004,"Jun 08, 2021, 04:44 PM",sell
82,BDR,PALLE ROBERT J JR,Director,"Jun 04, 2021",$1.36,2000,2720,2487004,"Jun 08, 2021, 04:44 PM",sell
83,REG,WIBBENMEYER NICHOLAS ANDREW,Managing Director,"Jun 08, 2021",$66.82,1921,128360,5586,"Jun 08, 2021, 04:42 PM",sell
84,TER,JAGIELA MARK E,President and CEO,"Jun 04, 2021",$127.57,27518,3510471,193881,"Jun 08, 2021, 04:41 PM",sell
85,INOD,MISHRA ASHOK,EVP and COO,"Jun 07, 2021",$7.03,13384,94090,0,"Jun 08, 2021, 04:40 PM",sell
86,INOD,MISHRA ASHOK,EVP and COO,"Jun 04, 2021",$6.81,13000,88530,0,"Jun 08, 2021, 04:40 PM",sell
87,EQIX,Meyers Charles J,CEO and President,"Jun 07, 2021",$795.42,5051,4017644,8815,"Jun 08, 2021, 04:40 PM",sell
88,REG,LEAVITT J CHRISTIAN,Chief Accounting Officer,"Jun 07, 2021",$66.71,1600,106736,14917,"Jun 08, 2021, 04:38 PM",sell
89,REG,ROTH ALAN TODD,Managing Director,"Jun 08, 2021",$67.60,3000,202797,9117,"Jun 08, 2021, 04:36 PM",sell
